"naic","company_name","ratio","upheld_complaints","question_of_fact_complaints","not_upheld_complaints","total_complaints","premiums_written_in_millions","rank","filing_year"
"22357","Hartford Accident and Indemnity Company","0.0866","1","6","8","15","11.548","104","2009"
"38288","Hartford Insurance Company of Illinois","0.09","7","8","22","37","77.784","105","2009"
"24279","Progressive Max Insurance Company","0.0911","1","3","2","6","10.977","106","2009"
"15024","Preferred Mutual Insurance Company","0.0948","5","9","23","37","52.749","107","2009"
"10072","Encompass Property and Casualty Company","0.1021","1","1","2","4","9.797","108","2009"
"37478","Hartford Insurance Company of the Midwest","0.1045","4","1","12","17","38.287","109","2009"
"11105","A. Central Insurance Company","0.1065","5","18","26","49","46.936","110","2009"
"19682","Hartford Fire Insurance Company","0.1083","1","0","3","4","9.235","111","2009"
"43478","Utica National Insurance Company of Texas","0.1215","1","0","1","2","8.231","112","2009"
"25275","State-Wide Insurance Company","0.1224","4","13","24","41","32.667","113","2009"
"27998","Travelers Home and Marine Insurance Company","0.1264","15","13","15","43","118.665","114","2009"
"10921","ACA Insurance Company","0.1286","1","2","5","8","7.773","115","2009"
"19070","Standard Fire Insurance Company","0.1356","1","2","2","5","7.377","116","2009"
"19062","Automobile Insurance Company of Hartford, Connecticut","0.1366","4","3","0","7","29.286","117","2009"
"19429","Insurance Company of the State of Pennsylvania","0.1405","4","7","10","21","28.477","118","2009"
"19232","Allstate Insurance Company","0.1418","180","318","525","1023","1269.438","119","2009"
"19704","American States Insurance Company","0.1521","1","1","5","7","6.575","120","2009"
"24260","Progressive Casualty Insurance Company","0.1523","2","16","52","70","13.133","121","2009"
"20133","Response Worldwide Direct Auto Insurance Company","0.1539","1","1","3","5","6.497","122","2009"
"24198","Peerless Insurance Company","0.1593","10","8","17","35","62.781","123","2009"
"26085","Warner Insurance Company","0.16","2","3","9","14","12.503","124","2009"
"43044","Response Insurance Company","0.16","1","4","5","10","6.251","125","2009"
"11908","Mercury Casualty Company","0.1626","5","9","15","29","30.748","126","2009"
"13803","Farm Family Casualty Insurance Company","0.1693","4","3","6","13","23.623","127","2009"
"33855","Lincoln General Insurance Company","0.1746","8","29","83","120","45.809","128","2009"
"14788","NGM Insurance Company","0.1757","3","5","8","16","17.076","129","2009"
"26298","Metropolitan Property and Casualty Insurance Company","0.1916","1","1","2","4","5.22","130","2009"
"10881","Unitrin Advantage Insurance Company","0.1982","1","0","7","8","5.045","131","2009"
"34789","21st Century Centennial Insurance Company","0.1988","2","0","10","12","10.058","132","2009"
"25712","Esurance Insurance Company","0.2033","12","20","56","88","59.012","133","2009"
"21709","Truck Insurance Exchange","0.2078","6","5","9","20","28.879","134","2009"
"25232","21st Century Advantage Insurance Company","0.2089","5","3","16","24","23.94","135","2009"
"21253","Garrison Property and Casualty Insurance Company","0.2207","1","0","2","3","4.53","136","2009"
"23469","American Modern Home Insurance Company","0.2315","2","2","5","9","8.64","137","2009"
"23760","Nationwide General Insurance Company","0.2316","7","12","34","53","30.221","138","2009"
"34690","Property and Casualty Insurance Company of Hartford","0.2521","1","0","1","2","3.967","139","2009"
"14311","Interboro Insurance Company","0.2658","2","8","6","16","7.524","140","2009"
"11215","SAFECO Insurance Company of Indiana","0.2781","3","0","4","7","10.787","141","2009"
"34460","AutoOne Insurance Company","0.2788","14","21","63","98","50.214","142","2009"
"10645","Drivers Insurance Company","0.2993","1","4","3","8","3.341","143","2009"
"10806","Farmers New Century Insurance Company","0.3087","6","9","10","25","19.437","144","2009"
"10839","Country-Wide Insurance Company","0.3111","24","107","227","358","77.15","145","2009"
"21164","Dairyland Insurance Company","0.318","1","2","3","6","3.145","146","2009"
"12360","Ocean Harbor Casualty Insurance Company","0.3209","2","3","14","19","6.233","147","2009"
"19380","American Home Assurance Company","0.3449","1","0","3","4","2.899","148","2009"
"21873","Fireman's Fund Insurance Company","0.3897","1","0","2","3","2.566","149","2009"
"20281","Federal Insurance Company","0.3966","1","3","2","6","2.521","150","2009"
"34479","AutoOne Select Insurance Company","0.4037","8","7","16","31","19.818","151","2009"
"35637","Landmark Insurance Company","0.4429","1","0","0","1","2.258","152","2009"
"39217","QBE Insurance Corporation","0.4792","7","4","23","34","14.608","153","2009"
"25658","Travelers Indemnity Company","0.4865","5","12","32","49","10.277","154","2009"
"29742","Integon National Insurance Company","0.4966","1","1","3","5","2.014","155","2009"
"23060","Tri-State Consumer Insurance Company","0.4972","9","20","31","60","18.103","156","2009"
"41491","GEICO Casualty Company","0.6248","1","0","28","29","1.6","157","2009"
"10226","Unitrin Direct Insurance Company","0.772","8","9","16","33","10.362","158","2009"
"23841","New Hampshire Insurance Company","0.832","7","1","5","13","8.414","159","2009"
"29424","Hartford Casualty Insurance Company","0.9063","2","1","9","12","2.207","160","2009"
"12963","21st Century Insurance Company","1.1588","2","2","15","19","1.726","161","2009"
"24821","Meritplan Insurance Company","1.1592","1","0","2","3","0.863","162","2009"
"19240","Allstate Indemnity Company","1.1722","12","9","22","43","10.237","163","2009"
"31968","Merastar Insurance Company","1.2187","1","0","1","2","0.821","164","2009"
"37648","Permanent General Assurance Corporation","1.2642","3","0","6","9","2.373","165","2009"
"36161","Travelers Property Casualty Insurance Company","1.525","5","6","16","27","3.279","166","2009"
"25976","Utica Mutual Insurance Company","1.6667","7","4","14","25","4.2","167","2009"
"22292","Hanover Insurance Company","1.6956","4","3","14","21","2.359","168","2009"
"24759","Safeco National Insurance Company","1.697","1","0","1","2","0.589","169","2009"
"19399","AIU Insurance Company","1.7051","3","2","6","11","1.759","170","2009"
"22268","Infinity Insurance Company","2.1129","5","0","7","12","2.366","171","2009"
"12599","Infinity Standard Insurance Company","2.3089","2","0","2","4","0.866","172","2009"
"27120","Trumbull Insurance Company","2.7234","1","1","3","5","0.367","173","2009"
"19402","Chartis Property Casualty Company","3.3663","2","1","7","10","0.594","174","2009"
"10243","National Continental Insurance Company","6.9407","1","3","3","7","0.144","175","2009"
"25054","Hudson Insurance Company","8.9173","3","0","2","5","0.336","176","2009"
"22667","ACE American Insurance Company","12.5881","1","0","3","4","0.079","177","2009"
"23809","Granite State Insurance Company","14.2471","1","0","0","1","0.07","178","2009"
"10982","Long Island Insurance Company","25.886","265","17","73","355","10.237","179","2009"
"16535","Zurich American Insurance Company","36.5845","1","0","1","2","0.027","180","2009"
"42889","Victoria Fire & Casualty Company","152.9403","1","1","1","3","0.007","181","2009"
"11105","A. Central Insurance Company","0","0","1","6","7","83.2381485","1","2024"
"37915","Essentia Insurance Company","0","0","2","2","4","48.950299","2","2024"
"10677","Cincinnati Insurance Company","0","0","0","1","1","42.652788","3","2024"
"19240","Allstate Indemnity Company","0","0","2","7","9","41.512417","4","2024"
"23787","Nationwide Mutual Insurance Company","0","0","3","5","8","38.8034625","5","2024"
"40169","Farmers Casualty Insurance Company","0","0","2","3","5","36.276466","6","2024"
"23728","National General Insurance Company","0","0","4","7","11","27.708433","7","2024"
"19402","AIG Property Casualty Company","0","0","1","1","2","23.290257","8","2024"
"11908","Mercury Casualty Company","0","0","1","11","12","22.3692675","9","2024"
"25453","Nationwide Insurance Company of America","0","0","1","3","4","19.9027795","10","2024"
"12901","Merchants Preferred Insurance Company","0","0","2","4","6","19.664581","11","2024"
"38288","Hartford Insurance Company of Illinois","0","0","1","2","3","17.8115805","12","2024"
"32603","Berkley Insurance Company","0","0","0","0","0","14.7060445","13","2024"
"10022","Countryway Insurance Company","0","0","0","0","0","13.4378615","14","2024"
"12504","AMERICAN FAMILY CONNECT INSURANCE COMPANY","0","0","0","1","1","13.0556345","15","2024"
"23450","American Family Home Insurance Company","0","0","0","3","3","12.6571545","16","2024"
"20303","Great Northern Insurance Company","0","0","0","0","0","11.125905","17","2024"
"16578","Stillwater Property and Casualty Insurance Company","0","0","2","7","9","10.569326","18","2024"
"25976","Utica Mutual Insurance Company","0","0","0","4","4","10.536832","19","2024"
"40231","Old Dominion Insurance Company","0","0","1","0","1","8.3597855","20","2024"
"11044","National General Insurance Online, Inc.","0","0","0","6","6","7.7142935","21","2024"
"21261","RiverStone International Insurance, Inc.","0","0","1","2","3","7.6080895","22","2024"
"20230","Central Insurance Company","0","0","0","0","0","7.15771","23","2024"
"29068","AMERICAN FAMILY CONNECT PROPERTY AND CASUALTY INSURANCE COMPANY","0","0","1","4","5","5.800757","24","2024"
"33588","First Liberty Insurance Corporation","0","0","2","0","2","5.466755","25","2024"
"37478","Hartford Insurance Company of the Midwest","0","0","2","1","3","5.423876","26","2024"
"12475","Republic-Franklin Insurance Company","0","0","0","0","0","5.1375235","27","2024"
"15210","Sterling Insurance Company","0","0","0","0","0","5.1185415","28","2024"
"12287","Amica Property and Casualty Insurance Company","0","0","1","1","2","5.099144","29","2024"
"29939","Main Street America Assurance Company","0","0","1","1","2","5.0199355","30","2024"
"23582","Harleysville Insurance Company","0","0","0","2","2","4.6619335","31","2024"
"40754","Blue Ridge Indemnity Company","0","0","0","0","0","3.9486575","32","2024"
"25623","Phoenix Insurance Company","0","0","0","0","0","3.625442","33","2024"
"22748","Pacific Employers Insurance Company","0","0","0","0","0","3.61892","34","2024"
"14788","NGM Insurance Company","0","0","1","0","1","3.2400135","35","2024"
"10071","Encompass Insurance Company of America","0","0","1","2","3","3.1259725","36","2024"
"19062","Automobile Insurance Company of Hartford, Connecticut","0","0","0","1","1","2.99068","37","2024"
"28188","TravCo Insurance Company","0","0","0","0","0","2.946762","38","2024"
"25909","Unitrin Preferred Insurance Company","0","0","0","0","0","2.649295","39","2024"
"25682","Travelers Indemnity Company of Connecticut","0","0","0","1","1","2.635074","40","2024"
"10723","Nationwide Assurance Company","0","0","0","1","1","2.393677","41","2024"
"27138","Midvale Indemnity Company","0","0","1","1","2","2.350146","42","2024"
"11000","Sentinel Insurance Company, Ltd.","0","0","0","0","0","2.1969595","43","2024"
"20397","Vigilant Insurance Company","0","0","0","0","0","1.829101","44","2024"
"25615","Charter Oak Fire Insurance Company","0","0","1","0","1","1.6748375","45","2024"
"10226","Unitrin Direct Insurance Company","0","0","0","1","1","1.6685165","46","2024"
"10072","Encompass Property and Casualty Company","0","0","0","1","1","1.4119055","47","2024"
"32786","Progressive Specialty Insurance Company","0.006104117","2","20","52","74","327.647692","48","2024"
"35882","GEICO General Insurance Company","0.007385591","24","87","347","458","3249.570493","49","2024"
"14834","New York Central Mutual Fire Insurance Company","0.007523404","4","28","79","111","531.674247","50","2024"
"22063","Government Employees Insurance Company","0.008140362","7","25","107","139","859.9125975","51","2024"
"23760","Nationwide General Insurance Company","0.008176299","1","7","23","31","122.3047195","52","2024"
"10212","Allmerica Financial Alliance Insurance Company","0.009967019","1","3","10","14","100.330901","53","2024"
"27998","Travelers Home and Marine Insurance Company","0.012531936","1","3","6","10","79.79613","54","2024"
"15024","Preferred Mutual Insurance Company","0.012642615","1","2","9","12","79.097559","55","2024"
"22055","GEICO Indemnity Company","0.014320561","17","57","188","262","1187.104297","56","2024"
"11851","Progressive Advanced Insurance Company","0.015739826","11","51","160","222","698.864126","57","2024"
"16233","Erie Insurance Company of New York","0.015861","2","5","12","19","126.0954555","58","2024"
"30104","Hartford Underwriters Insurance Company","0.016322215","2","12","33","47","122.5323855","59","2024"
"26093","Nationwide Affinity Insurance Company of America","0.017557482","1","0","13","14","56.955775","60","2024"
"24279","Progressive Max Insurance Company","0.017596576","5","21","65","91","284.1461865","61","2024"
"42919","Progressive Northwestern Insurance Company","0.022093321","1","4","8","13","45.262547","62","2024"
"29688","Allstate Fire and Casualty Insurance Company","0.02278809","37","94","260","391","1623.655174","63","2024"
"38130","Travelers Personal Insurance Company","0.023063841","12","19","48","79","520.294941","64","2024"
"29424","Hartford Casualty Insurance Company","0.023250255","1","2","3","6","43.0102805","65","2024"
"12873","Privilege Underwriters Reciprocal Exchange","0.02330738","1","1","1","3","42.9048645","66","2024"
"43478","Utica National Insurance Company of Texas","0.02446805","2","5","9","16","81.739249","67","2024"
